19185 2.59029e+07
10728 4195 99.445
10729 9356 1469.04
10730 18122 1212.19
10731 3898 73.568
10732 18749 280.907
10733 4077 120.752
10733 9685 6.894
10734 3443 1535.02
10735 9813 127.377
10736 11840 639.747
10737 18063 221.819
10739 5709 2425.72
10740 12855 1055.84
10741 2267 1858.89
10743 9354 4.341
10743 683 3.108
10744 5626 102.677
10745 13911 66.568
10747 15886 325.997
10748 4982 15.094
10749 7845 4700.29
10750 12755 1909.1
10751 7825 2271.73
10752 8178 94.283
10753 8850 697.823
10754 1002 532.716
10754 14768 784.245
10755 4960 234.353
10756 2721 36.757
10757 14000 730.967
10758 15621 636.536
10759 13966 1851.54
10760 3426 8173.22
10761 6719 504.434
10762 16778 1099.6
10763 11529 60.527
10764 7957 42.878
10765 3136 2677.47
10765 11795 328.797
10766 17905 4218.07
10767 7091 243.001
10768 3740 373.281
10770 14854 63.35
10771 2783 884.379
10772 8433 62.63
10772 12356 83.234
10773 11536 19.96
10775 17386 5704.7
10776 17078 1837.76
10777 15302 793.284
10777 11707 794.535
10778 9727 2976.74
10779 16556 74.61
10780 7669 715.835
10781 11582 338.785
10782 1983 2080.69
10785 17659 1388.1
10786 17978 432.625
10787 14001 4898.28
10788 10470 1910.88
10789 11182 163.41
10789 11310 291.192
10790 8176 1345.8
10791 18337 26.453
10792 5506 378.798
10793 17092 75.535
10796 17734 60.008
10797 16306 103.188
10798 11709 66.822
10799 12438 1291.52
10800 429 1034.01
10801 5430 171.195
10801 9503 44.72
10802 16525 219.353
10803 2024 1472.77
10804 18398 520.529
10805 503 714.948
10806 2990 345.782
10807 3094 819.172
10808 841 857.945
10810 12630 73.466
10811 1360 129.228
10812 16883 152.579
10813 9852 669.464
10814 15840 1790.44
10815 4332 845.071
10816 14139 2170.11
10817 6358 118.231
10817 17822 945.665
10818 13559 6247.64
10819 14082 504.427
10820 483 1112.1
10821 5722 2248.34
10822 3796 2211.08
10823 1201 1189.64
10823 6345 7102.21
10824 5654 1589.04
10825 3432 124.297
10826 2910 110.179
10827 7563 106.989
10827 9486 99.616
10828 2617 394.157
10829 1317 770.723
10830 6113 362.998
10831 8960 88.455
10832 13552 423.785
10833 1945 4126.41
10836 5377 164.172
10837 4806 874.534
10839 4492 1210.54
10840 1018 6427.21
10841 6156 965.325
10842 990 1171.6
10843 1775 439.96
10844 12426 1156.31
10845 4817 1662.75
10846 13574 237.968
10847 10622 560.442
10848 10209 9041.52
10849 14035 785.866
10850 14388 1033.96
10851 12605 67.762
10852 5765 246.139
10853 9945 1752.65
10854 927 1600.31
10855 17022 1238.02
10855 1513 554.879
10856 15029 372.27
10857 7057 577.877
10858 9759 2503.17
10859 16856 622.479
10860 7406 3745.56
10861 9595 1831.17
10862 14163 1252.94
10863 2225 943.716
10864 2299 1556.45
10865 14451 509.745
10865 315 429.753
10866 5209 269.618
10866 16897 1256.35
10867 17236 870.391
10868 8499 1680.21
10869 9432 528.052
10870 13763 126.762
10871 17981 54.71
10872 18304 108.828
10872 16060 9.501
10873 10171 1073.32
10874 4303 2909.51
10875 18756 543.827
10876 13693 154.725
10877 247 1599.01
10879 1666 2786.82
10880 6553 1046.77
10881 3643 1153.27
10883 13835 1168.76
10884 11091 138.575
10885 3185 5211.12
10887 13433 768.212
10888 6223 980.231
10889 9330 531.391
10890 7723 56.918
10891 17359 723.775
10892 3217 125.287
10893 4255 143.109
10894 2243 427.637
10895 5642 618.267
10896 15699 1620.31
10897 12263 211.824
10897 10945 842.883
10897 6512 378.156
10898 1062 2193.97
10899 1012 4767.13
10899 9485 363.263
10900 4675 8584.4
10901 2544 48.001
10902 10952 1532.18
10903 10952 1368.69
10904 1388 312.376
10904 11409 1022.91
10905 15178 3475.54
10906 11270 812.222
10907 18000 990.372
10908 16018 1410.91
10909 1294 3880.95
10911 10910 319.168
10911 6763 344.406
10912 15449 1394.65
10913 14970 119.032
10913 1842 117.916
10914 5043 1531.38
10915 8143 2014.89
10916 17168 63.101
10917 4389 1200.08
10918 5961 432.067
10920 4209 148.029
10921 11753 928.873
10922 15001 529.931
10923 4559 210.078
10923 15165 3.004
10924 12630 521.526
10925 11815 177.92
10926 14078 1399.31
10927 16650 1835.37
10928 8079 5.564
10928 6441 126.612
10929 8719 1676.23
10930 1796 3476.38
10931 3342 163.308
10932 17413 239.231
10932 1974 2076.6
10933 6507 3063.41
10936 9204 283.325
10939 4494 295.312
10940 5031 19.623
10941 9862 4483.43
10942 5867 403.579
10943 16041 1149.56
10944 3734 6394.14
10945 9173 164.408
10946 6123 345.457
10947 12106 1038.8
10947 3786 964.585
10948 134 190.277
10950 12211 53.693
10951 9599 2878.15
10952 16666 47.139
10953 17625 112.057
10954 12921 913.9
10955 3308 3133.07
10956 14346 3031.76
10957 13528 648.154
10958 17662 4435.24
10959 13015 9.749
10960 18693 5487.94
10961 13605 1079.08
10962 4700 2243.74
10963 12728 285.531
10963 7362 827.966
10965 17082 2447.63
10966 6821 4311.85
10966 7396 2454.6
10967 12037 7190.81
10967 12229 4134.97
10968 13975 187.251
10969 5233 321.279
10970 4647 3199.3
10971 2872 858.365
10972 5911 4701.49
10973 2937 3212.44
10975 4846 703.742
10975 1651 842.282
10976 2555 5475.95
10977 18645 267.703
10978 6864 165.996
10979 5845 1112.75
10980 16093 187.753
10980 6253 132.31
10982 14782 1981.69
10983 7439 5337.62
10984 4400 474.846
10985 14686 224.439
10985 2242 164.115
10986 11349 868.126
10987 16299 2412.95
10988 15963 99.395
10988 12245 226.674
10989 11823 833.423
10990 15900 523.047
10991 7851 167.837
10992 12118 74.521
10993 3943 12.598
10994 15069 143.708
10995 4762 1323.96
10995 1221 2313.35
10996 15184 45.895
10996 13241 31.191
10997 13956 5906.47
10998 7279 913.433
10999 18514 179.752
11000 1712 439.823
11001 13412 278.815
11001 14266 634.483
11002 16467 41.839
11003 14612 4642.44
11004 8639 566.427
11005 5317 269.658
11006 6377 724.836
11007 9875 4720.39
11008 14278 5390.18
11009 18030 6963.55
11010 10062 2546.63
11011 1292 93.121
11012 450 1527.81
11013 12562 5746.01
11014 8052 513.769
11015 6060 568.747
11016 17051 46.427
11018 16187 1304.65
11020 6240 126.586
11021 7382 387.348
11022 17224 5030.73
11022 1202 4329.31
11024 9029 5837.99
11025 14833 727.314
11027 9420 541.488
11027 10438 41.339
11028 15748 630.754
11029 11982 758.016
11030 12808 117.157
11030 7015 66.07
11030 4512 49.869
11031 7131 89.983
11032 8509 741.392
11033 13478 1125.24
11034 6604 69.824
11034 3739 7.684
11035 17877 2.315
11035 8084 2.902
11036 5430 1633.01
11037 12855 21.995
11038 5804 125.797
11039 7560 159.065
11039 17694 88.015
11040 13752 3018.58
11041 15277 21.916
11041 1347 174.975
11041 8189 89.176
11042 3150 525.587
11043 8733 2021.79
11044 16578 59.808
11045 17561 255.678
11046 1220 6559.31
11047 14741 44.297
11048 8850 21.684
11049 14289 3653.53
11050 2781 125.569
11052 14600 845.509
11053 2224 882.802
11054 782 616.175
11055 199 582.723
11056 17766 3073.48
11057 5244 279.56
11058 8319 1202.47
11059 17133 119.49
11060 12065 1220.2
11061 14425 45.281
11062 12306 3.032
11062 17252 7.798
11063 1888 5180.41
11064 2489 241.488
11065 1606 35.392
11066 6656 746.635
11067 12944 2472.63
11068 18660 2257.51
11069 8345 482.235
11069 12564 312.5
11070 4842 785.552
11071 7140 6451.67
11072 1763 372.415
11072 12936 251.394
11073 17945 2601.67
11074 1380 7288.79
11075 7241 258.477
11078 9064 370.559
11079 199 13.417
11080 14131 339.326
11081 14713 3955.84
11082 9949 880.255
11083 16410 2780.61
11084 18256 1201.16
11085 9724 3151.31
11086 6725 2180.66
11087 4085 2953.58
11087 9657 2730.96
11088 17733 312.651
11089 17096 31.426
11090 4253 821.052
11090 2808 108.553
11091 10991 48.284
11091 2008 11.656
11092 10158 302.271
11093 5824 29.536
11094 1431 231.457
11095 7884 141.103
11096 16868 325.8
11096 2986 2740.45
11097 15133 296.086
11098 7682 1642.11
11099 12493 8482.76
11100 1413 305.49
11101 9323 124.17
11102 17533 464.819
11104 16395 120.796
11105 13931 1443.6
11106 4264 438.855
11107 13361 1383.9
11108 13361 1075.32
11109 16965 2541.73
11110 9447 4394.49
11111 14723 1738.33
11112 13284 539.311
11113 5341 1246.78
11114 17825 4517.18
11115 800 816.15
11116 10819 300.657
11117 9386 89.702
11118 5496 346.452
11119 5045 685.811
11120 10538 30.188
11121 12131 80.144
11122 1598 1378.38
11123 2878 1047.17
11124 4030 3792.22
11125 9921 754.75
11127 11264 1178.07
11128 18382 222.266
11128 5843 159.333
11130 6919 3093.51
11131 5279 109.223
11132 17141 430.322
11133 9736 7784.09
11134 7386 109.128
11134 5933 80.583
11134 14720 52.77
11135 14612 4509.27
11136 7240 4019.11
11137 11146 4048.48
11138 2701 833.459
11139 7388 7956.58
11141 14898 194.478
11142 10028 659.03
11144 16430 3438.65
11146 7167 2230.18
11147 10531 1051.84
11148 17981 2580.07
11149 8076 567.449
11150 16885 40.968
11150 18345 157.051
11151 11969 92.158
11152 6421 140.714
11152 6878 108.702
11153 8505 204.666
11154 1200 4475.75
11155 273 242.066
11157 16357 5326.8
11158 11934 1707.91
11159 10024 3893.65
11160 16502 63.52
11161 18365 2871.9
11162 10531 5890.76
11163 18378 105.518
11164 14165 2208.02
11165 12452 44.696
11167 7771 7.099
11168 6516 1816.69
11169 16327 148.45
11170 16333 820.229
11172 6631 403.602
11173 3611 179.583
11174 10153 94.709
11175 15251 3407.25
11176 3120 126.649
11177 994 8576.37
11178 7615 193.867
11179 4771 86.454
11179 766 46.035
11181 16307 125.974
11183 5202 1681.2
11184 13670 1254.61
11185 4046 1708.81
11186 1335 757.49
11187 1598 2191.47
11188 18712 23.933
11189 3335 88.317
11190 16136 4465.14
11191 7809 814.749
11192 5568 1528.49
11193 3796 86.49
11194 5986 490.809
11195 2854 89.006
11196 12208 135.623
11196 16998 98.959
11198 2720 124.979
11199 8601 1777.43
11200 20 1608.94
11200 15668 142.802
11201 8299 312.292
11201 1945 5393.4
11201 7580 280.545
11202 5579 28.213
11202 7987 102.299
11203 12081 122.823
11204 2559 361.241
11205 15149 2031.2
11206 8426 500.308
11207 1535 5177.06
11207 495 1576.15
11208 15948 58.868
11208 1583 19.375
11209 9079 4713.24
11210 5136 26.64
11211 1596 125.374
11212 10615 0.601
11214 6806 1989.94
11215 8503 117.335
11216 1059 58.296
11217 18627 68.614
11218 5486 493.464
11219 6089 3302.92
11220 3812 150.59
11221 316 1962.56
11222 8503 773.004
11223 17870 15.754
11223 14544 2.421
11224 11409 51.89
11225 6604 799.779
11226 1528 440.793
11227 10135 91.045
11228 1869 1825.51
11229 15026 1164.52
11229 1886 177.842
11230 746 1808.85
11232 18547 889.766
11233 18591 89.09
11234 7985 1866.22
11235 12767 2020.39
11237 10008 954.695
11238 13030 2321.84
11239 13653 3165.2
11240 6073 234.148
11241 11869 1078.44
11241 12341 453.312
11242 4235 2343.17
11243 5648 1812.3
11244 267 691.166
11245 387 7766.89
11246 6584 746.463
11247 10567 674.926
11248 8580 271.652
11249 15614 1202.3
11250 4247 298.588
11251 4836 15.138
11252 1014 3268.93
11253 10841 2400.7
11254 2648 5103.34
11255 5381 79.611
11256 275 226.819
11257 7383 57.682
11258 9779 394.078
11259 3167 3889.19
11260 10909 7395.76
11261 13745 130.302
11262 13790 7636.82
11263 9272 184.995
11264 7723 424.104
11265 7421 504.155
11266 5025 1128.04
11267 14230 7279.38
11268 507 1177.76
11269 12050 342.449
11270 6116 1130.49
11270 10420 681.523
11271 12727 102.074
11272 11997 98.847
11273 4092 1331.72
11274 16685 1312.14
11275 10382 651.64
11275 9776 420.63
11276 17877 866.683
11277 5449 3051.77
11278 9427 1528.47
11279 3342 5327.15
11280 18134 3287.41
11281 2402 243.263
11281 3164 215.954
11282 16690 259.827
11283 6217 1.923
11284 2727 4252.49
11285 14574 508.511
11286 8492 687.984
11287 18626 370.502
11287 5682 6.659
11288 4382 611.603
11288 5345 237.939
11289 17097 1058.64
11289 2155 538.907
11291 7576 1701.75
11292 15183 765.833
11293 13449 92.602
11294 17436 362.441
11295 15917 4178.56
11296 2928 102.417
11297 2592 271.916
11298 14468 118.563
11299 9508 29.91
11300 16595 143.735
11301 547 1155.58
11301 14347 2069.87
11302 10419 3272.47
11303 6581 4464.66
11304 3719 1438.7
11305 1577 1612.71
11306 1515 4078.24
11307 3971 401.63
11308 10847 4365.91
11309 14617 862.7
11310 12847 182.476
11310 10089 259.069
11311 17473 72.932
11312 15748 309.402
11313 13948 114.973
11314 14903 2552.32
11315 10359 26.601
11316 17210 1407.23
11317 13497 317.277
11318 12675 179.95
11319 11902 76.142
11320 10002 110.174
11321 13931 545.053
11323 1225 143.577
11324 7456 29.655
11325 3834 2049.36
11326 13623 20.253
11327 12605 1354.9
11328 1866 4283.82
11329 17591 121.274
11330 9576 2592.39
11331 13557 497.04
11332 1379 94.302
11333 667 79.118
11334 17872 96.288
11337 5018 9379.71
11338 13710 11.343
11339 1383 835.507
11340 9090 3213.37
11340 5901 1563.01
11341 5448 9357.22
11342 2892 333.312
11343 17511 2956.88
11344 5763 1630.49
11346 8061 286.867
11346 3187 273.896
11347 142 207.706
11348 8836 472.296
11349 6755 10.718
11350 4024 750.793
11351 12706 305.528
11352 17907 9419.74
11355 2219 585.551
11355 170 121.516
11356 2161 5250.11
11357 3443 177.893
11358 16796 37.569
11358 1474 77.842
11359 15287 110.144
11360 7136 94.763
11361 1659 611.566
11362 8535 298.789
11363 7516 1683.18
11363 12285 26.176
11364 7524 525.985
11365 10826 212.41
11367 7177 635.738
11368 2910 5.447
11369 11062 559.286
11370 876 338.771
11371 17499 140.809
11371 8586 185.91
11372 1147 1577.67
11373 8365 339.054
11374 14541 104.622
11376 3186 638.222
11377 2183 3721.14
11378 2999 465.368
11379 12879 1411.15
11380 13015 0.58
11381 7903 961.55
11382 2452 237.479
11384 14896 565.645
11384 7090 1555.43
11385 10276 304.308
11386 2313 2225.3
11387 11888 525.128
11388 854 193.324
11390 199 51.224
11391 3137 91.959
11391 17868 10.103
11392 4670 1619.83
11393 17698 24.127
11393 6451 55.956
11394 6940 348.804
11395 16604 681.917
11396 8499 1202.85
11397 15827 5148.73
11398 17847 691.309
11399 10380 5079.66
11400 4308 1025.85
11401 1756 112.678
11402 15992 1269.17
11403 17746 116.845
11404 1564 61.798
11405 5945 415.162
11406 6275 5808.6
11407 1426 233.807
11408 6120 849.09
11409 7091 180.522
11409 10834 100.541
11410 3307 2981.24
11411 16777 509.177
11412 13878 273.525
11413 17973 20.057
11414 4909 6108.2
11415 7100 254.618
11416 4882 582.019
11416 5189 77.547
11417 1381 2172.9
11418 10504 3482.72
11419 16906 1085.07
11420 13221 513.397
11421 3088 152.483
11423 14525 4135.92
11424 17619 804.612
11424 2072 578.781
11425 4915 1469.28
11426 11874 411.699
11427 578 1362.84
11427 4910 1509.16
11428 1512 1151.88
11429 3101 2048.61
11430 12081 4732.59
11431 1384 829.126
11432 17983 9.126
11433 5140 7933.47
11434 14769 87.692
11435 8062 271.492
11436 14713 280.402
11436 5863 163.962
11437 8405 1195.08
11438 11539 1281.32
11439 15868 1542.56
11440 2223 1089
11441 442 9.946
11442 14259 6.1
11444 10439 390.389
11445 6960 4398.47
11446 7491 21.972
11446 37 2.631
11447 9190 713.51
11449 9285 1339.24
11450 15950 1479.98
11451 18480 3916.18
11452 16024 886.572
11453 12596 2165.09
11453 8572 2406.08
11454 8869 43.132
11454 3724 50.167
11455 15115 448.228
11456 3670 320.404
11457 4937 1710.57
11458 10410 573.993
11459 17983 113.726
11460 15103 2063.47
11461 11833 3416.7
11462 4726 846.359
11463 3394 219.637
11464 3326 26.807
11465 17565 5780.94
11466 11282 1773.21
11467 11521 1884.66
11468 18124 131.153
11469 4539 309.577
11470 14005 511.056
11470 11484 556.783
11471 8458 2126.16
11472 13195 409.351
11473 1422 592.3
11475 15934 4328.53
11476 14124 51.454
11477 15989 1059.98
11478 3301 2542.43
11479 18488 1189.97
11480 17962 319.484
11481 9804 8141.43
11482 14970 1885.47
11483 9417 604.117
11484 3833 368.651
11487 5431 6436
11489 18710 21.519
11490 4524 31.55
11491 648 6624.29
11492 15032 7036.01
11494 4041 3018.15
11495 16551 953.921
11496 6397 648.663
11497 6822 547.221
11497 2827 225.077
11499 12017 227.307
11500 9751 136.27
11501 12033 836.373
11502 1075 2147.58
11503 17822 778.468
11504 1669 51.003
11505 728 1231.64
11506 7635 2466.08
11507 2729 277.081
11508 2888 1766.07
11509 17837 136.348
11510 12088 121.012
11512 2170 91.357
11512 15911 18.052
11513 13267 3147.38
11514 14872 6620
11515 12430 634.787
11516 5190 4162.68
11517 9417 1223.1
11518 2197 568.086
11519 6387 925.88
11521 7579 561.11
11522 5329 252.01
11524 6919 3270.29
11525 4556 2496.29
11525 7813 49.251
11526 18704 378.171
11527 11050 84.899
11528 11621 467.392
11529 15359 46.127
11530 13759 241.189
11531 16298 373.968
11532 1536 1084.69
11533 6732 1.196
11534 17899 361.485
11535 3948 1093.42
11535 5135 1063.68
11536 10444 191.097
11538 15522 2666.11
11539 9213 3.484
11540 14724 242.499
11541 1498 1941.06
11542 16352 184.456
11542 4609 250.517
11543 14058 15.119
11544 12702 1890.15
11545 10342 4998.74
11546 16407 201.733
11547 18379 206.03
11548 8104 2292.46
11549 3180 115.526
11550 10999 494.88
11551 1921 35.562
11552 11667 48.568
11552 8094 8.63
11552 18402 7.215
11553 6867 330.682
11554 8489 641.819
11555 3180 311.098
11556 7919 1767.25
11557 13932 318.74
11558 4717 5476.47
11559 9930 1777.21
11559 6022 496.111
11560 8076 203.212
11561 10133 288.244
11562 10214 3191.19
11563 12650 104.757
11566 11030 410.523
11568 11324 83.297
11569 8868 50.823
11570 7072 796.894
11571 4218 1133.85
11572 7036 1274.69
11573 14425 513.976
11574 1577 220.971
11575 5549 979.141
11577 11687 1865.05
11578 11030 485.285
11579 12355 68.081
11580 8695 62.111
11580 557 59.004
11580 1953 70.793
11581 12911 249.134
11581 6179 1872.96
11582 10498 48.074
11583 366 1230.54
11585 13400 1202.55
11586 8296 281.713
11586 18532 262.537
11586 8724 595.06
11588 12989 309.19
11589 16024 706.888
11590 411 4690.45
11591 10120 5.268
11592 12635 9.38
11593 12478 1073.27
11594 4311 203.064
11595 13304 76.409
11596 5871 2074.2
11597 14 4175.82
11600 8304 2285.37
11602 7125 61.965
11602 6909 4.556
11603 10024 596.515
11604 5281 4712.93
11605 7619 353.946
11606 3286 270.599
11606 17196 386.476
11607 6607 599.555
11608 7061 1698.99
11609 17648 3826.13
11610 1329 192.524
11612 12392 50.074
11612 11647 85.072
11613 8892 3687.13
11614 15122 401.169
11615 17367 3524.38
11616 7735 295.661
11617 3476 2010.2
11619 12333 2838.87
11620 14998 639.474
11621 1813 726.651
11622 3370 394.79
11622 10012 34.809
11623 18422 108.519
11623 8492 157.653
11624 482 706.285
11627 6073 357.848
11628 2732 3760.7
11629 356 3486.59
11630 10121 207.48
11630 6545 277.759
11631 4367 634.426
11631 3736 445.736
11632 12383 1408.62
11633 10552 203.016
11634 16467 209.387
11635 5260 4034.23
11636 2651 69.215
11636 3665 318.37
11637 1945 2974.07
11638 14540 428.449
11639 5284 261.246
11640 14730 936.622
11640 11172 960.15
11641 13512 395.643
11642 2862 95.864
11643 18614 49.447
11644 17436 746.604
11644 3744 222.42
11645 13700 335.515
11646 9094 60.756
11647 14847 74.941
11648 11093 1887
11649 12211 15.977
11650 13814 1687.5
11650 8903 1974.71
11651 16079 343.153
11652 6950 152.111
11652 5984 75.196
11653 14466 199.722
11654 2894 3077.77
11655 11171 55.41
11655 12234 186.653
11656 6821 1636.5
11657 2695 197.685
11657 8130 208.817
11657 16409 229.979
11658 12098 253.063
11659 14718 485.291
11660 10567 142.273
11660 4317 3.887
11661 10024 327.28
11662 16258 558.892
11663 17180 598.862
11664 11667 177.808
11665 516 547.193
11666 386 562.575
11667 6431 48.255
11667 16220 42.972
11668 12098 112.029
11669 5657 349.047
11670 14713 4042.28
11671 149 349.871
11672 15311 305.9
11673 13134 9521.61
11674 17020 3746.89
11675 8411 425.401
11676 14541 22.593
11676 16288 49.416
11677 14466 2481.43
11678 8554 1549.17
11679 16444 23.783
11682 12863 29.467
11683 12304 5904.82
11684 18374 1301.08
11685 16500 3049.46
11686 12391 384.276
11687 2979 6657.93
11689 10205 1214.62
11689 17247 1580.24
11690 13931 91.235
11691 2956 4351.58
11692 18401 461.372
11694 5427 27.421
11694 18691 300.684
11695 13968 1748.86
11696 6484 381.895
11696 8315 184.234
11697 2211 8890.85
11698 9418 70.359
11699 777 723.395
11700 5173 1571.13
11701 10608 1945.82
11703 2854 3058.06
11704 7568 2944.95
11706 13650 3156.47
11707 5424 9.79
11707 41 24.2
11708 17696 2494.47
11709 15053 26.707
11710 17629 272.351
11713 5514 4671.65
11714 8292 53.279
11714 5413 69.887
11715 11126 4038.97
11716 6700 18.091
11716 6179 243.609
11717 12469 459.209
11718 11575 63.363
11719 2930 1593.45
11719 3369 839.383
11719 10771 2232.01
11720 16535 4442.13
11721 17344 569.17
11721 7851 957.104
11722 12136 333.352
11723 423 632.856
11724 11891 1424.3
11725 13938 6946.96
11726 7271 1782.83
11727 16973 8060.83
11728 746 600.596
11729 17097 6060.04
11730 11763 608.534
11730 13632 999.207
11731 3355 1771.14
11732 5685 499.739
11733 15824 1391.57
11734 9010 2328.2
11735 278 291.866
11736 4439 1803.05
11737 16147 4856.8
11738 550 1651.38
11739 10253 475.29
11739 11498 325.828
11740 17575 1077.77
11741 7612 738.748
11742 10999 71.587
11745 5973 1393.17
11746 11239 5917.82
11747 18207 3158.24
11748 12914 571.994
11749 3757 218.787
11750 13832 215.714
11751 10923 2458.94
11752 12930 1705.5
11753 12760 286.398
11754 12966 1757.48
11755 264 208.238
11755 4967 105.233
11756 7864 5456.39
11757 14749 1458.59
11758 16709 3376.69
11760 5563 645.322
11761 11198 9493.43
11762 16292 723.852
11764 3670 3202.13
11765 3195 386.505
11766 17840 159.99
11766 16113 243.055
11767 5414 6026.94
11768 17771 4462.51
11769 2986 4159
11770 12548 8.61
11772 6130 8263.28
11773 10021 1267.34
11774 6016 813.377
11774 16029 1117.87
11775 9320 23.056
11776 6940 523.548
11777 2751 2405.68
11778 12585 77.399
11779 11432 17.613
11781 1952 2386.45
11782 9756 87.946
11783 6168 353.247
11783 16493 568.726
11784 16841 7765.34
11785 3550 206.758
11786 10703 88.021
11790 17361 1178.17
11791 1483 5105.51
11792 5936 211.762
11793 1350 66.181
11794 4800 414.078
11796 2261 222.989
11797 15965 2633.66
11798 10476 95.503
11798 17792 160.584
11800 805 2686.52
11801 17788 444.199
11802 6617 2.152
11803 4479 3550.67
11804 13874 2819.64
11805 6283 425.076
11807 134 2111.66
11808 6746 144.705
11809 5040 786.785
11810 4189 3069.58
11811 13585 779.883
11812 6327 6509.75
11813 9173 238.672
11815 15881 101.289
11815 5600 115.387
11815 5191 44.681
11815 6890 11.677
11816 2552 4495.52
11817 13154 113.223
11818 17662 2491.49
11819 14998 2109.96
11820 9140 4735.94
11821 12651 1868.84
11822 9346 224.904
11824 3469 27.755
11825 8483 534.847
11826 13617 2089.48
11827 13198 608.955
11828 7710 1162.55
11829 15859 2.459
11830 1950 36.274
11831 319 28.075
11831 13325 618.551
11832 1525 6358.42
11833 12530 80.775
11834 3286 5361.87
11835 1719 2360.42
11836 6162 1829.43
11837 1401 137.682
11837 3655 921.96
11838 7911 184.326
11839 17825 603.261
11839 5140 801.332
11840 2773 573.548
11841 9347 16.186
11842 4688 1239.34
11843 8522 809.673
11843 4158 202.218
11844 13332 4929.55
11845 16052 3516.13
11846 12879 1861.39
11847 3143 2026.54
11848 6961 86.282
11849 12137 2558.97
11850 15508 180.077
11851 278 53.701
11852 6865 3668.9
11854 17775 9942.4
11855 10730 9093.24
11856 12341 120.986
11857 18126 420.555
11857 14249 483.065
11858 8264 1653.84
11859 1949 5585.72
11860 16777 2746.33
11861 16666 2210.48
11862 5983 2134.83
11863 5430 369.343
11864 10232 6360.11
11865 16580 4961.19
11866 13399 1240.13
11867 5807 138.618
11868 12089 116.524
11869 438 60.557
11870 1341 1508.36
11871 6154 2369.53
11872 15053 62.023
11873 617 1891.46
11874 8757 27.528
11875 267 4483.33
11876 9785 1138.82
11877 17673 77.324
11879 6536 2369.42
11880 368 577.357
11881 13453 153.527
11882 14037 265.538
11883 105 144.351
11884 2544 1180.72
11885 16831 2162.48
11886 8742 22.96
11887 6270 732.531
11888 15874 325.377
11889 18250 959.452
11890 1483 1476.17
11891 12528 357.683
11892 9006 419.848
11893 18031 2407.72
11894 12157 34.371
11895 13328 830.762
11896 374 404.683
11897 253 5899.79
11898 8996 385.889
11899 5616 1942.41
11900 9883 2254.76
11901 14295 4484.51
11902 11021 313.505
11903 15777 1410.24
11904 6808 1858.52
11905 10051 531.457
11906 10007 424.726
11907 15574 1372.05
11910 1498 968.462
11911 15245 77.255
11912 11838 3400.07
11913 12820 4371.31
11915 3160 708.155
11916 3930 1222.74
11917 18554 457.891
11918 5294 130.942
11920 5929 5447.27
11921 13725 3540.12
11922 12045 73.985
11923 16502 170.368
11924 17228 466.209
11924 4582 3580.41
11925 15307 4296.75
11926 4190 112.656
11927 11156 141.517
11928 16533 223.808
11929 8901 882.924
11931 7457 152.179
11931 588 75.701
11933 9682 1238.32
11934 7263 1591.78
11935 8129 444.087
11937 16397 218.192
11939 12266 758.986
11940 558 268.445
11941 18650 214.52
11941 8409 271.093
11943 591 669.337
11944 16479 3740.1
11945 4332 1809.96
11945 5338 741.804
11946 7858 1339.5
11946 5440 710.925
11947 10199 819.283
11948 12298 118.773
11949 8488 468.91
11950 1985 381.661
11951 7232 365.812
11952 3067 402.17
11953 9208 673.506
11954 12053 324.765
11955 6503 157.308
11956 4798 4903.15
11957 5752 2490.64
11958 11560 161.088
11961 16720 360.209
11962 9417 588.989
11963 14604 14.265
11964 11616 1463.19
11965 720 36.331
11966 16225 87.033
11967 16381 4576.69
11968 5473 1053.74
11969 514 549.511
11970 9094 3063.37
11971 8352 749.58
11972 6725 40.547
11973 12293 104.325
11974 7998 343.743
11976 1454 570.563
11977 6479 19.718
11978 11877 156.824
11980 18156 1073.07
11982 6841 218.781
11983 2231 1473.95
11985 13015 229.374
11986 7978 3020.64
11987 18399 888.166
11988 5680 282.101
11991 8995 3253.89
11992 3393 111.419
11994 15643 3823.68
11995 533 1860.75
11996 13471 1393.32
11997 2963 157.125
11998 8476 2215.33
11999 2587 948.897
12000 2658 346.306
12001 6209 1327.46
12002 6531 1020.69
12003 9652 547.547
12004 18465 14.652
12005 464 9.304
12006 18744 56.653
12007 14952 17.827
12007 9353 230.08
12008 3394 128.427
12009 11688 14.43
12009 11020 64.661
12011 12249 402.424
12012 11574 250.496
12013 13802 5767.88
12014 929 400.254
12014 8909 368.085
12015 11322 132.476
12015 3951 173.591
12016 3705 939.121
12017 3420 124.501
12018 5554 2534.87
12019 3047 572.012
12020 8073 116.884
12020 11990 125.157
12021 21 1426
12022 4717 2834.66
12023 6649 18.445
12023 16802 245.06
12024 7325 36.33
12025 7097 498.832
12027 12181 128.662
12027 17802 331.808
12028 15156 457.816
12030 8547 1841.02
12031 13290 444.146
12032 17519 341.046
12033 11720 139.338
12033 4150 199.772
12034 1550 341.179
12035 163 471.698
12036 6000 2450.57
12037 3118 4191.15
12038 9902 4900.35
12039 2398 219.901
12041 4354 2338.81
12043 12651 195.045
12044 2719 5702.04
12045 5548 142.38
12046 16471 138.308
12047 10230 4436.31
12049 6020 1321.55
12051 3203 695.237
12052 16191 3275.74
12053 2677 47.702
12054 7447 2190.48
12055 4107 7178.85
12057 15603 313.178
12058 12126 131.454
